,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,Ground_fatalities_num,Summary,Month,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude,Total onboard,Passengers onboard,Crew onboard,Onboard deaths,Passengers dead,Crew dead,all deaths,Total survivors,Passengers survivors,Crew survivors
3125,14,1990,13:03,"Near Bangalore, India",Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",February,India,IN,Indi,17.17735,75.9526,146,139,7,92,87,5,92,54,52,2
3130,24,1971,06:00,"Near Bamako, Mali",Air Ivoire,004,Saigon - Da Nang,Douglas DC-3,0,Crashed into high terrain during a right turn on takeoff at night.,July,Mali,ML,Bamako,12.65,-8.0,6,4,2,6,4,2,6,0,0,0
3131,31,1995,09:11,"Near Balotesti, Romania",Transporturile Aeriene Romane (TAROM),371,Bucharest - Brussel,Airbus A310-324,0,"Shortly after takeoff in poor visibility and heavy snow, with autothrottles engaged, climb thrust was selected. The right engine throttle jammed and remained at takeoff thrust, while the left engine throttle slowly reduced to idle. The increasing thrust asymmetry resulted in an increasing left bank angle, which eventually reached about 170 degrees. The airplane lost altitude and impacted the ground. Lack of crew response to an extreme nose-down attitude. The investigation concluded that the captain was incapacitated. Just before impact the first officer expressed his concern about the situation of either the captain's incapacitation or the aircraft's attitude and attempted a recovery.",March,Romania,RO,Roman,46.92119,26.92646,60,50,10,60,50,10,60,0,0,0
3132,30,1955,22:00,"Near Ballico, California",Military - U.S. Air Force,371,Bucharest - Brussel,Boeing RB-52B,0,The aircraft crashed into a wooded area in 5 degree nose-down attitude.  Abnormal nose-down trim condition which could not be corrected due to an unknown malfunction.,November,California,US,California,38.3004,-76.50745,10,0,10,10,0,10,10,0,0,0
3133,09,2007,12:00,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,371,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.",January,Iraq,IQ,Balad,34.01485,44.14574,35,30,5,34,29,5,34,1,1,0
3136,26,1987,11:03,"Near Baguio, Philippines",Philippine Air Lines,371,Manila - Baguio,Hawker Siddeley HS-748-209 Srs. 2,0,The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.,June,Philippines,PH,Baguio,16.41639,120.59306,50,46,4,50,46,4,50,0,0,0
3137,19,1950,07:30,"Near Baguio, Philippines",Military - U.S. Air Force,371,Naha AB - Clark AB,Douglas C54E-DO (DC-4),0,"Proceeding on instruments, the aircraft crashed into Mt. Tabayoc while en route.  Navigation error.",December,Philippines,PH,Baguio,16.41639,120.59306,38,31,7,38,31,7,38,0,0,0
3143,22,1981,c 12:00,"Near Babaeski, Turkey",Military - Turkish Air Force,-,"Baku, Azerbaijan - Bagram Air Base, Afghanistan",Northrop F-5A,40,The fighter crashed into a village after the pilot ejected from the plane.,September,Turkey,TR,Babaeski,41.4325,27.09306,0,0,0,0,0,0,40,0,0,0
3144,19,1961,08:00,"Near Azul, Argentina",Aerolineas Argentinas,-,Buenos Aires - Comodoro,Douglas DC-6,0,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,July,Argentina,AR,Azul,-36.77698,-59.85854,67,60,7,67,60,7,67,0,0,0
3150,23,1963,12:00,"Near Augustdorf, West Germany",Military - Royal Belgian Air Force,HH-359,Khabarovsk - Ayan,Fairchild C-119,0,The aircraft was accidentally hit in the wing by a phosphorus mortar shell fired by a British Army unit setting the aircraft on fire. Nine paratroopers were able to jump to safety before the plane crashed.,June,Germany,DE,Augustdorf,51.90944,8.73173,47,42,5,38,33,5,38,9,9,0
3151,21,1950,23:25,"Near Atsugi, Japan",Military - U.S. Air Force,HH-359,Philippines - Japan,Douglas C-54D,0,Flew off its prescribed course and crashed into Mt. Tanzawa in a rainstorm.,April,Japan,JP,Atsugi,35.44272,139.36931,35,27,8,35,27,8,35,0,0,0
3152,02,1986,23:25,"Near Athens, Greece",Trans World Airlines,840,Rome - Athens,Boeing B-727,0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out.  The plane landed safely at Athens. The plastic explosive was left under a seat by a woman carrying a Lebanese passport.,April,Greece,GR,Athens,37.98376,23.72784,121,27,8,4,27,8,4,117,0,0
3153,26,1952,08:45,"Near Atar, Mauritania",British Overseas Airways,251,Tripoli - Kano,Handley Page HP-81 Hermes IV,0,"The crew became lost in the desert, ran out of fuel and made a forced landing.  Survivors had to be led by a rescue team 15 miles to an oasis before they could be evacuated.  The co-pilot died 5 days later from head injuries suffered in the accident. Navagational errors by the crew. Improper adjustment of the parameters of the  gyroscopic compass CL2 Gyrosyn by the navigator.  Absence of radio assistance and incorrect use of the compasses. Captain's decision  to use the gyroscopic compass in the place of the magnetic compass which was inoperative. The aircraft was named ""Horus.""",May,Mauritania,MR,Atar,20.5177,-13.04857,18,10,8,1,0,1,1,17,10,7
3154,26,1979,02:03,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,740,Jeddah - Karachi,Boeing B-707-340C,0,After being airborne about a half an hour a cabin attendant reported a fire in the aft cabin area. Seventeen minutes later the aircraft crashed into a rocky desert while attempting an emergency landing. The blaze may have been started by a passenger possibly from a leaking kerosene stove carried aboard by a Haj pilgrim passenger.,November,Saudi Arabia,SA,Jeddah,21.49012,39.18624,156,145,11,156,145,11,156,0,0,0
3156,20,1969,c 02:00,"Near Aswan, Egypt",United Arab Airlines,740,Jeddah - Aswan,Ilyushin IL-18D,0,A sand storm in the Aswan area caused the visibility to drop from 10km to 2-3km. The plane made 2 missed approaches and was approaching for the third time when it  banked right causing the right wing to contacted the left side of the runway . The wing broke off and the aircraft crashed in flames. The pilot descended below minimum safe altitude without having the runway lights clearly in sight. A contributing factor was pilot fatigue.,March,Egypt,EG,Aswan,24.09082,32.89942,105,98,7,100,93,7,100,5,5,0
3159,29,2001,19:01,"Near Aspen, Colorado",Avjet Corp,740,"Los Angeles, CA - Aspen, CO",Gulfstream Aerospace G-1159,0,"The small jet crashed on final approach to Runway 15 when it hit a hill and then slid across a 200 foot culvert between the hill and the airport, crashed into Shale Bluff, broke up and caught fire. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.",March,Colorado,US,Aspen,39.1911,-106.81754,18,15,3,18,15,3,18,0,0,0
3160,29,2001,19:01,"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,-,Los Angeles - Aspen,Grummand Gulfstream III,0,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.",March,Colorado,US,Aspen,39.1911,-106.81754,18,15,3,18,15,3,18,0,0,0
3163,10,1978,11:20,"Near Artigas, Uruguay",Military - Uruguayan Air Force,-,Artigas - Montevideo,Douglas C-47A-DL,0,The passenger flight attempted to make an emergency landing at Artigas Airport when it had taken off from.  An engine failure was followed by a wide banking turn and crash to the ground bursting into flames.,February,Uruguay,UY,Artigas,-30.4,-56.46667,44,40,4,44,40,4,44,0,0,0
3164,17,1971,14:30,"Near Arica, Chile",SAVCO,-,Santa Cruz - Arica,Douglas DC-6,0,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather.",June,Chile,CL,Arica,-18.4746,-70.29792,6,4,2,6,4,2,6,0,0,0
3166,22,1966,20:30,"Near Ardmore, Oklahoma",American Flyers Airline,280D,Monterey - Ardmore,Lockheed 188C Electra,0,"The aircraft crashed into foothills during landing attempt at Ardmore Municipal Airport . During the approach in rain and fog, the captain made a last-minute change in his choice of runways. One minute later the plane crashed into high ground. Incapacitation of the captain with a heart attack during final stages of approach.  The captain, who suffered from a long standing heart condition and diabetes, managed to keep his pilot's license by falsifying his medical records.",April,Oklahoma,US,Ardmore,34.17426,-97.14363,98,93,5,83,78,5,83,15,15,0
3170,30,2000,07:45,"Near Anuradhapura, Sri Lanka",Sri Lankan Air Force,542,Jaffna/Palaly AFB - Anuradhapura AFB,Antonov An-26,0,The crew reported engine trouble 10 minutes before it crashed while en route. Members of the Liberation Tigers confessed to firing missiles at the plane.,March,Sri Lanka,LK,Anuradhapura,8.31223,80.41306,40,36,4,40,36,4,40,0,0,0
3171,12,1969,07:45,"Near Antipolo, Philippines",Philippine Air Lines,158,Mactan - Manilla,BAC One-Eleven 402AP,0,Landed short and crashed into a tree during it's approach. Possible faulty altimiter. The weather was clear.,September,Philippines,PH,Antipolo,14.62578,121.12251,47,42,5,45,41,4,45,2,1,1
3173,25,2000,18:09,"Near Ankara, Turkey",Top Air - Air Taxi,158,Ankara - Istanbul,Beechcraft King Air C90,0,"The aircraft crashed near a pond 25 km from Cubuk, 20 minutes after taking off. Failure to use de-icing and poor weather was to blame.",January,Turkey,TR,Ankara,39.91987,32.85427,4,1,3,4,1,3,4,0,0,0
3174,03,1964,18:09,"Near Ankara, Turkey",Turkish Airlines (THY),158,Istanbul - Ankara,Douglas C-47A,0,The cargo plane crashed short of the runway while on approach. Improper IFR procedure. Descended below MDA.,February,Turkey,TR,Ankara,39.91987,32.85427,3,0,3,3,0,3,3,0,0,0
3176,15,1952,02:33,"Near Anchorage, Alaska",Military - U.S. Air Force,5009,Elemndorf AFB - Kodiak NAS,Fairchild C-119C,0,Disappeared while en route. No trace of the aircraft was ever found.,November,Alaska,US,Anchorage,61.21806,-149.90028,20,15,5,20,15,5,20,0,0,0
3182,14,1923,c 13:40,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),5009,Paris - London,Farman F-60 Goliath,0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",May,France,FR,Amiens,49.9,2.3,6,4,2,6,4,2,6,0,0,0
3183,26,1983,c 13:40,"Near Ambone, Indonesia",Bali International Air Service,5009,Paris - London,Cessna 404 Titan,0,Summary unavailable.,July,Indonesia,ID,Ambon,-3.69583,128.18333,11,4,2,7,4,2,7,4,0,0
3184,06,1990,05:29,"Near Altamira, Brazil",TABA,5009,Belem - Altamira,Fairchild FH-227B,0,"The pilot,, switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error.",June,Brazil,BR,Altamira,-3.20333,-52.20639,42,39,3,23,21,2,23,19,18,1
3186,06,1987,19:10,"Near Almaty, Kazakhstan",Aeroflot,5009,Biysk - Alma-Ata,Antonov An-26,0,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.,March,Kazakhstan,KZ,Almaty,43.25667,76.92861,9,4,5,9,4,5,9,0,0,0
3191,08,1994,19:03,"Near Aliquippa, Pennsylvania",USAir,427,Chicago - Pittsburgh,Boeing B-737-3B7,0,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence.",September,Pennsylvania,US,Aliquippa,40.63673,-80.24006,132,127,5,132,127,5,132,0,0,0
3192,17,1995,18:30,"Near Alexander City, Alabama",Military - U.S. Air Force,427,"Camp Springs, MD - San Antonio, TX",Learjet C-21A,0,Experienced an emergency aboard while en route and crashed.,April,Alabama,US,Alexander City,32.94401,-85.95385,8,6,2,8,6,2,8,0,0,0
3193,24,1956,18:30,"Near Aleppo, Syria",Syrian Airways,427,Damascus - Aleppo,Douglas DC-3,0,Crashed shortly after taking off 15 miles from Aleppo.  Double engine failure during a thunderstorm.,February,Syria,SY,Aleppo,36.20124,37.16117,19,16,3,19,16,3,19,0,0,0
3196,26,1993,17:20,"Near Aldan, Russia",Sakha Airlines,301,Uchur - Aldan,Let 410UVP-E,0,A sudden pitch-up during approach led the crew to go-around.  The pitch-up continued until the plane stalled and crashed.  Improperly loaded baggage shifted the center of gravity beyond the acceptable limit.,August,Russia,RU,Aldan,58.61021,125.39613,24,22,2,24,22,2,24,0,0,0
